Event_ID,Event_start,Reaction_start,Impact,Event_end,Event_type,Crash_severity,Incident_type,Conflict_type,Narrative
64646322,0,100,1500,1800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61211855,0,1900,3000,4400,Crash,I - Most Severe,"Rear-end, striking",Conflict with a lead vehicle,
151574547,0,100,5400,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568603,0,1400,2500,4200,Near-Crash,Not a Crash,Other,Conflict with obstacle/object in roadway,
61427012,0,300,2000,5500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
61211795,0,5200,6000,7200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
61385918,0,1200,1000,2100,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151591696,0,5900,7600,8300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
29857502,0,700,1500,3300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
30882467,0,4000,4300,7800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151601466,0,700,1100,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
138361767,0,1100,2200,3700,Near-Crash,Not a Crash,Opposite direction (head-on or sideswipe),Conflict with oncoming traffic,
151856654,0,1400,2300,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
131846361,0,2600,4800,5300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
132907255,0,4000,4400,5500,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151856751,0,,3300,4400,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151866540,0,200,1600,3000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151578942,0,900,2200,3400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61216921,0,,3300,4100,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
151865085,0,300,1500,2100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
138364459,0,400,2300,2900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151859560,0,1400,3800,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61211925,0,,5100,6900,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
135130262,0,200,4100,5300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
61427039,0,500,1900,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568474,0,500,1200,1800,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
61386964,0,3700,5000,7700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
131846371,0,100,3800,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589153,0,500,2400,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with merging vehicle,
151866536,0,100,600,1500,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
61432391,0,500,2700,3500,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
61426837,0,300,2400,2400,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
61426974,0,4700,5300,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
36842964,0,2300,3800,4700,Near-Crash,Not a Crash,Pedalcyclist-related,Conflict with pedalcyclist,
138364410,0,2200,3900,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568799,0,2800,3600,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
51722140,0,4800,5000,6000,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61385333,0,1100,3200,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
128906372,0,1200,1600,2800,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151581046,0,800,1200,2400,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151568869,0,700,3700,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
6760679,0,2600,3100,6300,Crash,I - Most Severe,"Rear-end, striking",Conflict with a lead vehicle,
151568817,0,2700,3000,6300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
35257200,0,,8100,9300,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
33574939,0,1600,2700,3400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143329190,0,4900,7500,9000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151852183,0,,500,1500,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
61426973,0,12900,13200,14300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151591691,0,1700,2300,2700,Near-Crash,Not a Crash,Other,Single vehicle conflict,
151337499,0,900,1200,2100,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
128888410,0,0,2100,3300,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
132371103,0,,400,2700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
135280184,0,3800,6200,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589154,0,2100,3300,4300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with parked vehicle,
142049684,0,2500,3100,4100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151574329,0,2000,3300,5300,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151570815,0,600,800,2600,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
61426824,0,300,3400,5500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426787,0,200,800,1900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61216641,0,,7400,8300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
61216947,0,0,900,2500,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151574060,0,1400,1600,2900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
76264676,0,1500,3900,6400,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
151581051,0,3400,8700,9300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151864642,0,2500,3600,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
133190069,0,400,1600,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151586137,0,500,1300,2000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151570804,0,2600,7400,7700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151865053,0,800,3800,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151859453,0,1500,3500,5100,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151866504,0,2000,4000,4400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61426770,0,600,1500,3100,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
61432363,0,1100,3000,3600,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151569051,0,1600,3700,4000,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
35257222,0,2300,3900,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
131846363,0,,2700,4600,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
128906467,0,,3500,4200,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151861951,0,800,1300,1500,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
151569056,0,600,2700,4500,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
151573038,0,3700,5100,5400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138077820,0,800,2500,3600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151569055,0,1900,2400,3200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151862654,0,900,4100,4600,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
61385921,0,,4500,6900,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
128906301,0,2400,3200,3900,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
138353070,0,800,1100,1800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
133321843,0,1200,2300,2900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
116163147,0,,5400,6200,Crash,IV - Low-risk Tire Strike,Road departure (end),Single vehicle conflict,
151579597,0,1000,1700,2800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151610543,0,900,900,2300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151598315,0,2900,4000,4300,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151568795,0,500,1700,2700,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864968,0,2300,4200,4700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151606794,0,600,1100,1800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138352563,0,4500,6700,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
138352995,0,,600,1700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
142005151,0,1800,5100,5900,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
61216928,0,200,1600,3500,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151568400,0,4800,5500,5800,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
61211931,0,,11900,14600,Crash,I - Most Severe,"Rear-end, striking",Conflict with a lead vehicle,
151551789,0,,1600,2000,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151859910,0,700,1900,3300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151597678,0,4100,5300,5800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151864619,0,2500,3400,6200,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
151864858,0,,800,1700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
151864576,0,100,1200,1800,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
151091180,0,1000,3500,5200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
150714660,0,500,1400,2900,Near-Crash,Not a Crash,"Sideswipe, same direction (left or right)",Conflict with vehicle in adjacent lane,
7261453,0,,3400,6700,Crash,III  - Minor Crash,Other,Conflict with parked vehicle,
150880975,0,1100,2900,3700,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
148097211,0,2200,4200,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151611684,0,600,1900,2100,Near-Crash,Not a Crash,Animal-related,Conflict with animal,
151609044,0,1200,2100,3100,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
150714475,0,300,2300,3100,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
151859819,0,1100,2900,4100,Near-Crash,Not a Crash,Turn into path (same direction),Conflict with vehicle turning into another vehicle path (same direction),
150780265,0,2900,4100,6500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151589155,0,,2400,3000,Crash,III  - Minor Crash,Other,Conflict with obstacle/object in roadway,
151591142,0,1500,4400,5900,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
150780319,0,1200,2200,3400,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
142044073,0,3800,3300,5500,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
151861945,0,200,900,1400,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
143288737,0,4500,4400,6800,Crash,III  - Minor Crash,Road departure (left or right),Single vehicle conflict,
151568994,0,,5800,6300,Crash,III  - Minor Crash,"Backing, fixed object",Conflict with parked vehicle,
151859932,0,1100,2000,2400,Near-Crash,Not a Crash,Backing into traffic,Conflict with parked vehicle,
36948267,0,4300,4000,5500,Crash,I - Most Severe,"Rear-end, struck",Conflict with a following vehicle,
151568775,0,4600,6100,6800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151607857,0,1500,2100,3100,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
151856798,0,200,2100,2200,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151607632,0,3600,3800,4400,Near-Crash,Not a Crash,Straight crossing path,Conflict with vehicle moving across another vehicle path (through intersection),
151865068,0,3600,3800,4800,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859967,0,1200,1500,2500,Near-Crash,Not a Crash,Opposite direction (head-on or sideswipe),Conflict with oncoming traffic,
151568466,0,800,1400,2500,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with vehicle in adjacent lane,
151859909,0,1100,3100,3700,Near-Crash,Not a Crash,"Rear-end, striking",Conflict with a lead vehicle,
151587463,0,1000,3400,4900,Near-Crash,Not a Crash,Turn across path,Conflict with vehicle turning across another vehicle path (opposite direction),
149046731,0,1800,4000,5300,Near-Crash,Not a Crash,Turn into path (opposite direction),Conflict with vehicle turning into another vehicle path (opposite direction),
150780315,0,5100,5900,7200,Near-Crash,Not a Crash,Other,Conflict with parked vehicle,
151866511,0,500,1700,1800,Near-Crash,Not a Crash,Pedestrian-related,Conflict with pedestrian,
142043499,0,2800,5700,7700,Crash,IV - Low-risk Tire Strike,Road departure (left or right),Single vehicle conflict,
143083747,0,3000,3200,4600,Near-Crash,Not a Crash,Other,Other,
